0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,actual,pred
33.0,4.0,1.0,4.0,114.0,602.54,0.08,12.04,50.04,7254.53,0.2,403.03,27,0,4,0,14.0,25.0,71.0,43.0,7.0,False,False
132.0,13.0,10.0,13.0,278.0,1757.5,0.05,22.19,79.19,39004.08,0.59,2166.89,88,24,18,0,23.0,57.0,168.0,110.0,25.0,True,False
10.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,4,0,1,0,5.0,3.0,5.0,3.0,1.0,False,False
15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False,False
17.0,2.0,1.0,2.0,24.0,91.38,0.17,6.0,15.23,548.26,0.03,30.46,12,0,3,0,8.0,6.0,15.0,9.0,3.0,False,False
27.0,2.0,1.0,2.0,54.0,237.19,0.13,7.88,30.12,1867.83,0.08,103.77,16,5,4,0,9.0,12.0,33.0,21.0,3.0,False,False
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,False,False
37.0,4.0,1.0,4.0,186.0,1027.38,0.13,7.78,132.09,7990.75,0.34,443.93,35,0,0,0,10.0,36.0,130.0,56.0,6.0,False,False
11.0,3.0,1.0,2.0,24.0,96.0,0.13,7.5,12.8,720.0,0.03,40.0,8,0,1,0,10.0,6.0,15.0,9.0,5.0,False,False
6.0,1.0,1.0,1.0,14.0,50.19,0.29,3.5,14.34,175.66,0.02,9.76,4,0,0,0,7.0,5.0,9.0,5.0,1.0,False,False
23.0,3.0,1.0,3.0,42.0,171.67,0.1,10.08,17.03,1731.04,0.06,96.17,20,0,1,0,11.0,6.0,31.0,11.0,5.0,False,False
46.0,4.0,1.0,4.0,97.0,485.0,0.09,11.4,42.54,5529.0,0.16,307.17,38,0,3,0,12.0,20.0,59.0,38.0,7.0,False,False
28.0,4.0,1.0,1.0,60.0,278.63,0.08,12.46,22.36,3472.18,0.09,192.9,22,0,1,0,12.0,13.0,33.0,27.0,7.0,False,False
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
40.0,4.0,1.0,3.0,110.0,544.96,0.07,15.17,35.93,8265.25,0.18,459.18,31,1,2,0,13.0,18.0,68.0,42.0,7.0,True,False
19.0,3.0,1.0,3.0,32.0,140.55,0.12,8.13,17.3,1142.0,0.05,63.44,13,1,1,2,13.0,8.0,22.0,10.0,5.0,False,False
17.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12,0,3,0,8.0,5.0,17.0,8.0,3.0,False,False
6.0,1.0,1.0,1.0,13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,4,0,0,0,6.0,5.0,8.0,5.0,1.0,False,False
19.0,3.0,1.0,3.0,33.0,147.16,0.11,8.75,16.82,1287.66,0.05,71.54,13,1,1,2,14.0,8.0,23.0,10.0,5.0,False,False
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
49.0,4.0,1.0,4.0,109.0,559.09,0.09,11.74,47.63,6563.25,0.19,364.63,41,0,3,0,12.0,23.0,64.0,45.0,7.0,False,False
10.0,2.0,1.0,2.0,11.0,34.87,0.25,4.0,8.72,139.48,0.01,7.75,5,0,0,0,6.0,3.0,7.0,4.0,3.0,False,False
2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3.0,2.0,3.0,2.0,1.0,False,False
2.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2.0,1.0,2.0,1.0,1.0,False,False
11.0,3.0,3.0,2.0,43.0,202.12,0.14,6.97,29.01,1408.1,0.07,78.23,7,0,2,0,11.0,15.0,24.0,19.0,5.0,True,False
4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,0,4.0,1.0,4.0,1.0,1.0,False,False
2.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0,0,0,0,4.0,1.0,4.0,1.0,1.0,False,False
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
6.0,1.0,1.0,1.0,12.0,36.0,0.4,2.5,14.4,90.0,0.01,5.0,3,0,0,0,4.0,4.0,7.0,5.0,1.0,False,False
48.0,5.0,3.0,5.0,100.0,508.75,0.06,16.18,31.43,8233.66,0.17,457.43,32,1,6,0,15.0,19.0,59.0,41.0,9.0,False,False
17.0,2.0,1.0,2.0,36.0,144.0,0.12,8.33,17.28,1200.0,0.05,66.67,14,0,1,0,10.0,6.0,26.0,10.0,3.0,False,False
116.0,17.0,8.0,16.0,260.0,1548.09,0.04,25.0,61.92,38702.28,0.52,2150.13,96,9,9,0,20.0,42.0,155.0,105.0,33.0,False,False
4.0,1.0,1.0,1.0,9.0,28.53,0.29,3.5,8.15,99.85,0.01,5.55,2,0,0,0,7.0,2.0,7.0,2.0,1.0,False,False
6.0,1.0,1.0,1.0,12.0,41.51,0.29,3.5,11.86,145.3,0.01,8.07,4,0,0,0,7.0,4.0,8.0,4.0,1.0,False,False
36.0,5.0,1.0,4.0,95.0,475.0,0.07,13.34,35.6,6337.5,0.16,352.08,30,0,1,0,13.0,19.0,56.0,39.0,9.0,False,False
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False,True
2.0,2.0,1.0,1.0,11.0,36.54,0.29,3.5,10.44,127.89,0.01,7.11,0,0,0,0,7.0,3.0,8.0,3.0,3.0,False,False
9.0,1.0,1.0,1.0,8.0,18.58,1.6,0.63,29.72,11.61,0.01,0.64,3,0,0,0,1.0,4.0,3.0,5.0,1.0,False,True
2.0,1.0,1.0,1.0,6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,0,0,0,0,5.0,1.0,5.0,1.0,1.0,False,False
2.0,1.0,1.0,1.0,12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,0,0,0,0,5.0,5.0,7.0,5.0,1.0,False,False
31.0,2.0,1.0,2.0,147.0,787.56,0.16,6.33,124.45,4983.78,0.26,276.88,28,0,1,0,9.0,32.0,102.0,45.0,3.0,False,False
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,False,False
4.0,1.0,1.0,1.0,5.0,10.0,0.67,1.5,6.67,15.0,0.0,0.83,1,0,0,0,2.0,2.0,2.0,3.0,1.0,False,False
48.0,9.0,7.0,6.0,74.0,355.74,0.04,23.4,15.2,8324.42,0.12,462.47,35,4,3,0,18.0,10.0,48.0,26.0,17.0,False,False
2.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2.0,1.0,2.0,1.0,1.0,False,False
3.0,1.0,1.0,1.0,5.0,10.0,0.67,1.5,6.67,15.0,0.0,0.83,2,0,0,0,2.0,2.0,2.0,3.0,1.0,False,True
40.0,4.0,1.0,4.0,103.0,484.15,0.06,15.86,30.53,7677.16,0.16,426.51,32,0,1,0,12.0,14.0,66.0,37.0,7.0,False,False
29.0,3.0,1.0,3.0,64.0,300.83,0.11,9.17,32.82,2757.59,0.1,153.2,25,0,1,0,11.0,15.0,39.0,25.0,5.0,True,False
112.0,6.0,1.0,6.0,229.0,1305.4,0.06,16.5,79.12,21539.11,0.44,1196.62,77,18,15,0,13.0,39.0,130.0,99.0,11.0,False,False
32.0,4.0,3.0,4.0,88.0,440.0,0.1,9.92,44.35,4365.26,0.15,242.51,28,1,2,0,13.0,19.0,59.0,29.0,7.0,False,False
14.0,1.0,1.0,1.0,26.0,108.42,0.33,3.0,36.14,325.25,0.04,18.07,4,0,1,0,6.0,12.0,14.0,12.0,1.0,True,False
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,1,0,0,0,3.0,1.0,3.0,1.0,1.0,False,True
9.0,3.0,1.0,3.0,25.0,95.18,0.1,10.0,9.52,951.84,0.03,52.88,7,0,0,0,10.0,4.0,17.0,8.0,5.0,False,False
2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3.0,2.0,3.0,2.0,1.0,False,False
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
13.0,1.0,1.0,1.0,10.0,31.7,0.42,2.4,13.21,76.08,0.01,4.23,7,0,1,0,4.0,5.0,4.0,6.0,1.0,False,False
41.0,6.0,5.0,5.0,95.0,508.97,0.05,18.9,26.93,9619.48,0.17,534.42,29,0,9,0,21.0,20.0,59.0,36.0,11.0,True,False
11.0,1.0,1.0,1.0,6.0,15.51,2.0,0.5,31.02,7.75,0.01,0.43,7,0,0,0,1.0,5.0,1.0,5.0,1.0,False,True
20.0,1.0,1.0,1.0,62.0,291.43,0.18,5.56,52.46,1619.04,0.1,89.95,12,0,0,0,8.0,18.0,37.0,25.0,1.0,False,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False,True
7.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,4,1,0,0,5.0,3.0,6.0,3.0,1.0,False,False
18.0,1.0,1.0,1.0,31.0,131.69,0.31,3.23,40.76,425.45,0.04,23.64,10,0,2,0,6.0,13.0,17.0,14.0,1.0,False,False
33.0,3.0,1.0,3.0,91.0,437.47,0.07,15.17,28.84,6634.95,0.15,368.61,29,0,2,0,13.0,15.0,56.0,35.0,5.0,False,False
57.0,10.0,1.0,10.0,119.0,610.38,0.08,13.0,46.95,7935.0,0.2,440.83,47,0,8,0,14.0,21.0,80.0,39.0,19.0,False,False
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5.0,2.0,5.0,2.0,1.0,False,False
48.0,12.0,1.0,11.0,177.0,977.67,0.04,26.92,36.31,26321.9,0.33,1462.33,38,2,6,0,20.0,26.0,107.0,70.0,21.0,True,False
54.0,6.0,1.0,6.0,132.0,733.21,0.06,15.83,46.32,11604.88,0.24,644.72,45,0,7,0,18.0,29.0,81.0,51.0,11.0,False,False
61.0,8.0,5.0,8.0,142.0,760.77,0.05,18.78,40.5,14289.29,0.25,793.85,48,3,6,0,18.0,23.0,94.0,48.0,15.0,False,False
16.0,1.0,1.0,1.0,29.0,120.93,0.31,3.25,37.21,393.02,0.04,21.83,9,0,2,0,6.0,12.0,16.0,13.0,1.0,False,False
52.0,7.0,3.0,7.0,174.0,919.66,0.05,19.69,46.71,18105.81,0.31,1005.88,44,0,3,0,15.0,24.0,111.0,63.0,13.0,False,False
52.0,8.0,1.0,8.0,247.0,1440.72,0.04,23.08,62.43,33247.47,0.48,1847.08,45,0,2,3,18.0,39.0,147.0,100.0,15.0,True,False
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
12.0,1.0,1.0,1.0,34.0,141.78,0.19,5.2,27.26,737.24,0.05,40.96,8,0,0,0,8.0,10.0,21.0,13.0,1.0,False,False
4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,0,4.0,1.0,4.0,1.0,1.0,False,False
34.0,2.0,1.0,2.0,56.0,245.97,0.09,11.0,22.36,2705.67,0.08,150.31,17,6,9,0,11.0,10.0,36.0,20.0,3.0,False,False
39.0,9.0,9.0,5.0,208.0,1233.59,0.03,35.34,34.9,43599.82,0.41,2422.21,29,0,8,0,29.0,32.0,130.0,78.0,17.0,True,False
9.0,1.0,1.0,1.0,19.0,72.34,0.25,4.0,18.08,289.36,0.02,16.07,4,0,2,0,7.0,7.0,11.0,8.0,1.0,False,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
64.0,6.0,1.0,6.0,145.0,760.95,0.04,27.0,28.18,20545.64,0.25,1141.42,45,5,3,7,18.0,20.0,85.0,60.0,11.0,False,False
2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False,False
44.0,7.0,5.0,7.0,80.0,416.76,0.1,10.23,40.75,4262.28,0.14,236.79,33,3,4,0,15.0,22.0,50.0,30.0,13.0,False,False
11.0,1.0,1.0,1.0,25.0,97.67,0.25,3.94,24.81,384.58,0.03,21.37,8,0,0,0,7.0,8.0,16.0,9.0,1.0,False,False
44.0,8.0,7.0,5.0,111.0,613.12,0.06,18.06,33.95,11072.86,0.2,615.16,34,2,3,1,21.0,25.0,68.0,43.0,15.0,False,False
6.0,1.0,1.0,1.0,9.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,4,0,0,0,6.0,3.0,6.0,3.0,1.0,False,False
9.0,1.0,1.0,1.0,11.0,34.87,0.32,3.12,11.16,108.97,0.01,6.05,4,2,0,0,5.0,4.0,6.0,5.0,1.0,False,False
6.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,True
9.0,1.0,1.0,1.0,11.0,36.54,0.33,3.0,12.18,109.62,0.01,6.09,6,0,1,0,6.0,4.0,7.0,4.0,1.0,False,False
7.0,2.0,1.0,2.0,10.0,30.0,0.22,4.5,6.67,135.0,0.01,7.5,5,0,0,0,6.0,2.0,7.0,3.0,3.0,False,False
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
2.0,1.0,1.0,1.0,12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,0,0,0,0,5.0,5.0,7.0,5.0,1.0,False,False
2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False,False
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,False,False
73.0,7.0,1.0,7.0,167.0,917.14,0.07,13.81,66.4,12667.99,0.31,703.78,57,3,7,0,13.0,32.0,99.0,68.0,13.0,False,False
2.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0,0,0,0,4.0,1.0,4.0,1.0,1.0,False,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False,True
9.0,1.0,1.0,1.0,9.0,28.53,0.5,2.0,14.26,57.06,0.01,3.17,6,0,0,0,4.0,5.0,4.0,5.0,1.0,False,False
12.0,1.0,1.0,1.0,19.0,63.12,0.29,3.5,18.03,220.91,0.02,12.27,8,0,2,0,5.0,5.0,12.0,7.0,1.0,False,False
4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,0,4.0,1.0,4.0,1.0,1.0,False,False
45.0,3.0,1.0,3.0,76.0,376.52,0.1,10.47,35.95,3942.99,0.13,219.05,25,6,8,2,13.0,18.0,47.0,29.0,5.0,False,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False,True
13.0,1.0,1.0,1.0,7.0,16.25,1.33,0.75,21.67,12.19,0.01,0.68,8,0,1,0,1.0,4.0,1.0,6.0,1.0,True,True
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3.0,2.0,3.0,2.0,1.0,False,False
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,3,0,0,0,9.0,7.0,10.0,7.0,3.0,False,False
25.0,3.0,1.0,2.0,50.0,226.18,0.1,10.08,22.43,2280.63,0.08,126.7,17,1,2,0,11.0,12.0,28.0,22.0,5.0,False,False
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,False,False
36.0,9.0,9.0,9.0,102.0,485.0,0.06,16.88,28.74,8184.35,0.16,454.69,32,1,1,0,15.0,12.0,75.0,27.0,17.0,False,False
21.0,2.0,1.0,2.0,61.0,279.68,0.16,6.43,43.51,1797.96,0.09,99.89,15,0,0,0,10.0,14.0,43.0,18.0,3.0,True,False
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False,False
4.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2.0,1.0,2.0,1.0,1.0,False,False
8.0,2.0,1.0,1.0,21.0,85.84,0.14,7.33,11.71,629.47,0.03,34.97,5,0,1,0,11.0,6.0,13.0,8.0,3.0,False,False
4.0,1.0,1.0,1.0,9.0,28.53,0.29,3.5,8.15,99.85,0.01,5.55,2,0,0,0,7.0,2.0,7.0,2.0,1.0,False,False
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
30.0,3.0,1.0,3.0,53.0,221.01,0.09,10.63,20.8,2348.19,0.07,130.44,21,5,2,0,10.0,8.0,36.0,17.0,5.0,False,False
8.0,1.0,1.0,1.0,4.0,8.0,2.0,0.5,16.0,4.0,0.0,0.22,5,0,0,0,1.0,3.0,1.0,3.0,1.0,False,True
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3.0,2.0,3.0,2.0,1.0,False,False
23.0,8.0,8.0,8.0,109.0,545.0,0.07,14.71,37.05,8017.24,0.18,445.4,19,0,1,0,13.0,19.0,66.0,43.0,15.0,True,False
3.0,1.0,1.0,1.0,14.0,44.38,0.25,4.0,11.09,177.52,0.01,9.86,0,0,0,0,8.0,1.0,13.0,1.0,1.0,False,False
4.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2.0,1.0,2.0,1.0,1.0,False,False
16.0,4.0,1.0,1.0,37.0,157.17,0.11,8.94,17.59,1404.74,0.05,78.04,13,0,1,0,11.0,8.0,24.0,13.0,5.0,False,False
2.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0,0,0,0,4.0,1.0,4.0,1.0,1.0,False,False
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,False,False
23.0,1.0,1.0,1.0,69.0,331.71,0.18,5.6,59.23,1857.56,0.11,103.2,13,0,0,0,8.0,20.0,41.0,28.0,1.0,True,False
22.0,2.0,1.0,2.0,50.0,219.62,0.11,9.35,23.49,2053.4,0.07,114.08,16,0,1,1,11.0,10.0,33.0,17.0,3.0,False,False
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4.0,2.0,4.0,2.0,1.0,False,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3.0,1.0,3.0,1.0,1.0,False,False
17.0,1.0,1.0,1.0,40.0,175.69,0.17,6.0,29.28,1054.16,0.06,58.56,9,1,3,0,9.0,12.0,24.0,16.0,1.0,False,False
